Başlık,Fiyat,Şehir,İlçe,Mahalle,Konut Tipi,Oda Sayısı,Banyo Sayısı,Kat,Kat Sayısı,Bina Yaşı,Isınma Tipi,Eşya Durumu,Yapı Tipi,Yapının Durumu,Aidat,Depozito,Yakıt Tipi,Link,Brüt m2,Net m2,Konut Tipi Encoded,İlçe Encoded,Mahalle Encoded,Isınma Tipi Encoded,Yakıt Tipi Encoded,Yapı Tipi Encoded,Yapının Durumu Encoded,Cephe_Kuzey,Cephe_Güney,Cephe_Doğu,Cephe_Batı,Cephe_Bilinmiyor
"ÇEKMEKÖY, MEHMET AKİF MH'DE METROYA YÜRÜME, 1.KAT 3+1 BOŞ DAİRE",22500,0,Çekmeköy,Mehmet Akif Mah.,Daire,4,2,2.0,4.0,16,Kombi,0,Betonarme,İkinci El,1575,33750,Doğalgaz,https://www.hepsiemlak.com/istanbul-cekmekoy-mehmet-akif-kiralik/daire/2467-24459,110,90,0,42188.88888888889,37102.94117647059,5,1,0,2,0,1,0,0,0
"SAHİBİNDEN ÇAPA, BEZMİALEM, BİRUNİ'YE ÇOK YAKIN EŞYALI ÖNÜ AÇIK // furnished flat",28000,0,Fatih,Topkapı Mah.,Daire,3,1,3.0,3.0,31,Kombi,0,Betonarme,İkinci El,100,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-topkapi-kiralik/daire/0-44202788,90,85,0,22015.514588859416,21050.0,5,1,0,2,0,0,0,0,1
Ev Sahibinden Kiralık Daire,23000,0,Bağcılar,Çınar Mah.,Daire,4,1,4.0,6.0,34,Kombi,0,Betonarme,İkinci El,150,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bagcilar-cinar-kiralik/daire/0-44198225,170,150,0,22996.178343949046,33362.903225806454,5,1,0,2,0,1,0,0,0
Sultanbeyli Hastanesine 450m 2+1 üst ara kat otopark asansör balkon ebeveyn banyo,21500,0,Sultanbeyli,Battalgazi Mah.,Daire,3,2,0.5,6.0,4,Kombi,0,Betonarme,İkinci El,250,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-kiralik/daire/0-44185350,80,75,0,24640.0,19388.88888888889,5,1,0,2,1,0,1,1,0
CEMİL MERİÇ MAHALLESİNDE EŞYALI 1+1 ARAKAT DAİRE,25000,0,Ümraniye,Cemil Meriç Mah.,Daire,2,1,1.0,4.0,0,Kombi,1,Betonarme,İkinci El,1750,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-umraniye-cemil-meric-kiralik/daire/150241-34,55,45,0,33681.29770992367,26250.0,5,1,0,2,0,1,0,0,0
Sahibinden masrafsız,20000,0,Beyoğlu,Hacıahmet Mah.,Daire,2,1,3.0,3.0,15,Kombi,1,Betonarme,İkinci El,200,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-haciahmet-kiralik/daire/0-44175836,75,65,0,46264.72451790634,28750.0,5,1,0,2,0,0,0,1,0
Kiralık gecekondu,15000,0,Ümraniye,Elmalıkent Mah.,Diğer,3,1,1.0,1.0,20,Kombi,0,Betonarme,İkinci El,1050,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-umraniye-elmalikent-kiralik/mustakil-ev/0-44153808,117,100,1,33681.29770992367,15000.0,5,1,0,2,0,1,0,0,0
ATAŞEHİR KAYIŞDAĞI DARÜLACEZEYE YAKIN NAMIK KEMAL CAD. 3+1 KİRALIK DAİRE,25000,0,Ataşehir,Mimar Sinan Mah.,Daire,4,1,3.0,3.0,20,Kombi,0,Betonarme,İkinci El,250,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-mimar-sinan-kiralik/daire/125426-22,170,150,0,37048.9847715736,45393.44262295082,5,1,0,2,0,1,0,0,0
sahibinden temiz bakımlı,19200,0,Esenler,Fatih Mah.,Daire,4,1,2.0,2.0,30,Kombi,0,Betonarme,İkinci El,1344,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-fatih-kiralik/daire/0-44140800,110,105,0,36969.80198019802,22742.25352112676,5,1,0,2,0,0,1,1,0
Century21 Momentum'dan 4-12 Ay kiralık Eşyalı 1+1,36000,0,Kağıthane,Merkez Mah.,Daire,2,1,5.0,12.0,4,Merkezi,1,Betonarme,İkinci El,2500,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/152425-9,54,20,0,44238.3578125,68711.29707112971,6,1,0,2,0,1,1,0,0
METRO GAYRİMENKULDEN İSLAMBEYDE EŞYALI DAİRE YENİ BİNADA 1+1,21000,0,Eyüpsultan,İslambey Mah.,Daire,2,1,3.0,7.0,0,Kombi,1,Betonarme,Sıfır,500,42000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-islambey-kiralik/daire/154423-12,65,55,0,65489.622641509435,22464.285714285714,5,1,0,1,0,0,0,0,1
KAVACIK PLAZALARDA SON 1. ODA ERKEK ÕĞRENCİYE 2+1 KİRALIK DAİREDE,12000,0,Beykoz,Kavacık Mah.,Daire,3,1,3.0,5.0,20,Kombi,1,Betonarme,İkinci El,300,12000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/0-44131082,80,75,0,80924.95317725753,28868.830508474577,5,1,0,2,1,0,0,1,0
SEYRANTEPE METROYA 50 METRE KİRALIK 1+1 DAİRE,15000,0,Kağıthane,Seyrantepe Mah.,Daire,2,1,1.0,4.0,20,Soba,0,Betonarme,İkinci El,1050,15000,Diğer,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/daire/150228-26,60,50,0,44238.3578125,32192.98245614035,7,0,0,2,0,1,1,0,0
TURAN'DAN ATAŞEHİR ÖR-KO SİTESİNDE 3+1 130 M2 ÇİFT CEPHELİ DAİRE,45000,0,Ataşehir,Barbaros Mah.,Daire,4,1,0.0,5.0,20,Kombi,0,Betonarme,İkinci El,3200,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-barbaros-kiralik/daire/141479-174,128,108,0,37048.9847715736,47780.0,5,1,0,2,0,1,1,0,0
Çayoğlu Group Gayrimenkul Danışmalığı &Kentsel Dönüşüm Uzmanlığı Güvencesiyle,18000,0,Üsküdar,Zeynep Kamil Mah.,Daire,2,1,0.5,4.0,34,Kombi,0,Betonarme,İkinci El,250,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/154541-6,60,48,0,60316.66379310345,24163.414634146342,5,1,0,2,1,0,0,0,0
FATİH MAH. 3+1 GENİŞ KİRALIK DAİRE,25000,0,Büyükçekmece,Fatih Mah.,Daire,4,1,0.5,4.0,30,Kat Kaloriferi,0,Betonarme,İkinci El,125,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-buyukcekmece-fatih-kiralik/daire/0-44108647,145,135,0,47141.592920353985,22742.25352112676,3,1,0,2,0,1,1,1,0
TORİUM METROBÜSE YÜRÜME MESAFESİ YAŞAM SİTESİNDE GÜNEY CEPHE MANZARALI YÜKSEK KAT 2+1 KİRALIK DAİRE,15000,0,Esenyurt,Zafer Mah.,Daire,3,1,20.0,26.0,7,Kombi,0,Betonarme,İkinci El,2405,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-zafer-kiralik/daire/126170-937,110,100,0,20686.823529411766,15750.0,5,1,0,2,0,1,0,0,0
Maltepe Sahilde Muhteşem Konumda Kiralık 1+1 Daire,30000,0,Maltepe,Feyzullah Mah.,Daire,2,1,-1.0,5.0,35,Kombi,0,Betonarme,İkinci El,2100,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-kiralik/daire/125949-102,75,57,0,36607.416267942586,42233.333333333336,5,1,0,2,0,1,0,0,0
EV-SER den GÖKTÜRK SEBA EVLERİ’NDE SIFIR 3+1 KİRALIK DAİRE!!,85000,0,Eyüpsultan,Göktürk Merkez Mah.,Daire,4,2,4.0,5.0,0,Merkezi,0,Betonarme,İkinci El,5950,127500,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/119830-1116,168,114,0,65489.622641509435,124123.07692307692,6,1,0,2,0,0,0,0,1
SRL DEN PENDİK YAYALARDA 120 M2 NET BUTİK SİTEDE 3+1 BÜYÜK TERASLI DUBLEKS DAİRE,38500,0,Pendik,Yayalar Mah.,Daire,4,2,8.0,9.0,5,Merkezi,0,Betonarme,Sıfır,1800,38500,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-yayalar-kiralik/daire/141145-94,158,120,0,26993.649253731342,29750.0,6,1,0,1,1,0,0,0,0
Güneşli Basınekspress'te Karmar Sakura Sitesi Kiralık 2+1 Daire,38000,0,Bağcılar,15 Temmuz Mah.,Daire,3,2,6.0,15.0,0,Merkezi,0,Betonarme,Sıfır,2660,57000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bagcilar-15-temmuz-kiralik/daire/145393-127,122,83,0,22996.178343949046,33809.09090909091,6,1,0,1,0,0,0,0,1
K.Çekmece Cennet Mah. Eşyalı 2. Kat Ön Cephe Kiralık 3+1 Daire,22500,0,Küçükçekmece,Cennet Mah.,Daire,4,1,2.0,5.0,31,Kombi,1,Betonarme,İkinci El,1575,33750,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-kiralik/daire/122410-449,130,120,0,23117.786516853932,23543.478260869564,5,1,0,2,0,0,0,0,1
ÜSKÜDAR FERAH MAHALLESINDE KİRALIK 2+1 110m2 DAİRE,22000,0,Üsküdar,Ferah Mah.,Daire,3,1,3.0,5.0,21,Kombi,0,Betonarme,İkinci El,100,33000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-ferah-kiralik/daire/152473-2,120,110,0,60316.66379310345,27333.166666666668,5,1,0,2,0,0,0,0,1
Bahçelievler hastane karşısı full tadilatlı kiralık daire,27500,0,Bahçelievler,Soğanlı Mah.,Daire,3,1,2.0,5.0,26,Kombi,0,Betonarme,İkinci El,1925,55000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-kiralik/daire/142556-249,85,80,0,30662.31279620853,22980.76923076923,5,1,0,2,0,0,0,0,1
SANCAKTEPE DE 5+1 KİRALIK DAİRE 185 METREKARE,25000,0,Sancaktepe,Yunus Emre Mah.,Daire,6,2,5.0,5.0,16,Kombi,0,Betonarme,İkinci El,250,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sancaktepe-yunus-emre-kiralik/daire/58953-22,185,175,0,28121.186440677968,17909.090909090908,5,1,0,2,0,0,0,0,1
MERKEZ GAYRİMENKUL PEVZİPAŞA CD YAKINI 2+1 100 M2 TERASLI DAİRE,26500,0,Fatih,Ali Kuşçu Mah.,Daire,3,1,3.0,3.0,31,Kombi,0,Betonarme,İkinci El,1855,39750,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-ali-kuscu-kiralik/daire/147036-28,100,95,0,22015.514588859416,22500.0,5,1,0,2,0,0,0,0,1
2+1 90 m2 eşyalı metrobüs dibi 5.kat,20000,0,Avcılar,Cihangir Mah.,Daire,3,1,5.0,5.0,30,Kombi,1,Betonarme,İkinci El,1400,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/144418-97,95,90,0,25707.175925925927,37173.76190476191,5,1,0,2,0,0,0,0,1
GÜLTEPE HARMANTEPE MAH'DE 1+1 BALKONLU 75 m2 KİRALIK DAİRE,19750,0,Kağıthane,Harmantepe Mah.,Daire,2,1,2.0,5.0,6,Kombi,0,Betonarme,İkinci El,250,39500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/147836-22,90,74,0,44238.3578125,17927.41935483871,5,1,0,2,1,1,0,0,0
Elite City'de Full Eşyalı Kiralık 1+1,35000,0,Küçükçekmece,Atakent Mah.,Daire,2,1,19.0,30.0,11,Merkezi,1,Betonarme,İkinci El,2450,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/150742-17,64,50,0,23117.786516853932,33794.8717948718,6,1,0,2,0,1,0,0,0
2+1 KİRALIK TERAS KAT DAİRE METROBÜSE 2 DK MESAFEDE KAYMAKAMLIK VERGİ DAİRESİ KARŞISI CİHANGİR MERKE,23000,0,Avcılar,Cihangir Mah.,Daire,3,1,3.0,3.0,15,Kombi,0,Betonarme,İkinci El,100,42000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/108958-45,95,90,0,25707.175925925927,37173.76190476191,5,1,0,2,1,1,0,0,0
NİŞANTAŞININ MERKEZİNDE LOTUS NİŞANTAŞINDA 2+1 DUBLEKS EŞYALI SIFIR KİRALIK DAİRE,125000,0,Şişli,Halaskargazi Mah.,Residence,3,2,8.0,8.0,2,Kombi,0,Betonarme,İkinci El,8750,155000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-halaskargazi-kiralik/residence/147475-55,180,135,2,59910.485869565215,105461.53846153847,5,1,0,2,0,0,0,0,1
"İdealtepe'de K.Otopark, Yeni Bina, Eşyalı, Bahçeli, Ev Arkadaşı",23500,0,Maltepe,İdealtepe Mah.,Daire,3,1,0.0,4.0,4,Merkezi,1,Betonarme,İkinci El,1645,35250,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-kiralik/daire/144119-22,100,80,0,36607.416267942586,51343.75,6,1,0,2,0,1,1,0,0
Kısmen Esyalı Üniversitelere Yakın Kiralık 3+1,35000,0,Beykoz,Acarlar Mah.,Daire,4,1,2.0,5.0,21,Kombi,0,Betonarme,İkinci El,2450,52500,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-acarlar-kiralik/daire/139432-46,100,90,0,80924.95317725753,263318.1818181818,5,1,0,2,0,1,1,0,0
Royal Anka Emlaktan Kayaşehir Toki 13.Bölge Konutlarında 2+1 Eşyalı Kiralık ::FIRSAT:: Daire,20000,0,Başakşehir,Kayabaşı Mah.,Daire,3,1,0.5,9.0,11,Merkezi,1,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-basaksehir-kayabasi-kiralik/daire/135915-177,70,68,0,36569.34306569343,28069.444444444445,6,1,0,2,0,0,0,0,1
LOFT'tan SEFAKÖY MERKEZDE 3+1 120m2 1.KAT KİRALIK DAİRE,20000,0,Küçükçekmece,Kemalpaşa Mah.,Daire,4,1,1.0,4.0,27,Kombi,0,Betonarme,İkinci El,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-kemalpasa-kiralik/daire/135789-444,120,115,0,23117.786516853932,17000.0,5,1,0,2,0,0,0,0,1
İSTMARİNA DENİZ VE ADALAR MANZARALI EMSALSİZ KİRALIK 4+1 DAİRE,120000,0,Kartal,Kordonboyu Mah.,Residence,5,2,21.0,30.0,5,Merkezi,0,Betonarme,İkinci El,8400,120000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kartal-kordonboyu-kiralik/residence/138710-171,195,150,2,37055.555555555555,56994.444444444445,6,1,0,2,0,1,0,1,0
North&West GYM'DEN ADLİYE'NİN DİREKT YANINDA SIFIR YAPIDA LÜKS KAÇIRILMAZ FIRSAT KİRALIK DAİRELER,31000,0,Kağıthane,Hürriyet Mah.,Daire,2,1,0.5,4.0,0,Yerden Isıtma,0,Betonarme,Sıfır,2170,70000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-hurriyet-kiralik/daire/148919-288,95,83,0,44238.3578125,25219.23076923077,8,1,0,1,1,1,1,1,0
KANYON LEVENT METRO7DK OTEL KONSEPT FULL EŞYALI SIFIR LÜKS DAİRE,55000,0,Kağıthane,Ortabayır Mah.,Daire,2,1,4.0,4.0,1,Merkezi,1,Betonarme,İkinci El,500,100000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/39781-5047,65,55,0,44238.3578125,29739.130434782608,6,1,0,2,0,0,0,0,1
MECİDİYEKÖY CEVAHİR AVM YAKINI FULL EŞYALI KİRALIK DAİRE FURNISHED APARTMENT FOR RENT IN MECIDIYEKÖY,30000,0,Şişli,Fulya Mah.,Daire,3,1,0.5,5.0,30,Kombi,1,Betonarme,İkinci El,300,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/141060-92,110,95,0,59910.485869565215,64472.51648351648,5,1,0,2,1,1,1,1,0
EmlakKonut Ispartakule Ev.3+1 159m2 Giriş Eşyalı Kiralık Daire,35000,0,Avcılar,Tahtakale Mah.,Daire,4,2,-1.0,24.0,5,Merkezi,1,Betonarme,İkinci El,3000,70000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/113019-1328,159,137,0,25707.175925925927,25375.0,6,1,0,2,0,1,1,1,0
"Dikilitaş'ta muhtarlığa yakın 2+1, EŞYALI, 2.kat ferah daire",33000,0,Beşiktaş,Dikilitaş Mah.,Daire,3,2,2.0,6.0,40,Kombi,1,Betonarme,İkinci El,200,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/24776-1249,95,70,0,145577.30544993663,66601.35135135135,5,1,0,2,0,0,0,0,1
Başokur'dan Bağcılar mollagürani metro durağına yakın 2+1,12000,0,Bağcılar,Kazım Karabekir Mah.,Daire,3,1,1.0,4.0,30,Kombi,0,Betonarme,İkinci El,840,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bagcilar-kazim-karabekir-kiralik/daire/70388-5122,82,75,0,22996.178343949046,17000.0,5,1,0,2,1,1,0,0,0
GAZİOSMANPAŞA KÜÇÜKKÖY MERKEZ DE KİRALIK DAİRE 3.KAT 2+1 100 M2,21000,0,Gaziosmanpaşa,Bağlarbaşı Mah.,Daire,3,1,0.5,5.0,20,Kombi,0,Betonarme,İkinci El,1470,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-baglarbasi-kiralik/daire/100071-1281,100,90,0,28528.830769230768,28940.0,5,1,0,2,0,1,1,0,0
BEYLİKDÜZÜ CUMHURİYET MAH. BAYANLARA ÖZEL FATURA AİDAT DAHİL EŞYALI APART ODALAR,6500,0,Beylikdüzü,Cumhuriyet Mah.,Daire,3,1,2.0,4.0,8,Kombi,1,Betonarme,İkinci El,455,9750,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-kiralik/daire/71777-1335,100,90,0,40480.59071729958,38040.54054054054,5,1,0,2,0,0,0,0,1
MEHMETÇİK CADDESİNDE 2+1 4.KAT KİRALIK DAİRE,19500,0,Şişli,Fulya Mah.,Daire,3,1,4.0,4.0,30,Kombi,0,Betonarme,İkinci El,1365,19500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/13976-9882,75,70,0,59910.485869565215,64472.51648351648,5,1,0,2,0,0,1,1,0
BEŞİKTAŞ LEVENT MASLAK M2 METRO YÜRÜME 2+1 EŞYALI KİRALIK,42000,0,Kağıthane,Sultan Selim Mah.,Daire,3,1,3.0,16.0,5,Merkezi,1,Betonarme,İkinci El,3100,63000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/123119-842,80,67,0,44238.3578125,25497.297297297297,6,1,0,2,0,1,0,0,0
BASINEXPRES GYOO RESİDENCE KİRALIK 1+1 DAİRE,22000,0,Bağcılar,Mahmutbey Mah.,Daire,2,1,4.0,30.0,8,Merkezi,0,Betonarme,İkinci El,1540,48000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bagcilar-mahmutbey-kiralik/daire/24555-6595,65,55,0,22996.178343949046,27125.0,6,1,0,2,0,0,0,1,0
MASLAK MASHATTAN C TİPİ 3+1 KİRALIK RESIDENCE,75000,0,Sarıyer,Maslak Mah.,Residence,4,2,14.0,33.0,14,Fancoil Ünitesi,0,Betonarme,İkinci El,5250,112500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/residence/6220-20901,170,135,2,110185.8286163522,75335.52739726027,1,1,0,2,0,0,0,0,1
KOCAMUSTAFAPAŞA HACI KADIN CADDESİNDE 2+1 SAN KAT KİRALIK DAİRE....,20000,0,Fatih,Koca Mustafapaşa Mah.,Daire,3,1,4.0,4.0,40,Kombi,0,Betonarme,İkinci El,100,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-kiralik/daire/123183-235,85,80,0,22015.514588859416,19073.170731707316,5,1,0,2,0,1,0,0,0
ELİF EMLAK'TAN BAHÇEŞEHİR MAVİ KULEDE 1.5+1 REZİFANS,39500,0,Başakşehir,Bahçeşehir 2. Kısım Mah.,Daire,3,1,11.0,21.0,12,Merkezi,0,Betonarme,İkinci El,2765,59250,Doğalgaz,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/153245-759,121,91,0,36569.34306569343,50644.73684210526,6,1,0,2,0,1,0,0,0
FATIH MEVLANAKAPI'DA 2+1 KİRALIK DAIRE,20000,0,Fatih,Mevlanakapı Mah.,Daire,3,1,4.0,4.0,25,Kombi,0,Betonarme,İkinci El,200,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-mevlanakapi-kiralik/daire/6181-22755,90,80,0,22015.514588859416,16861.11111111111,5,1,0,2,0,1,1,0,0
Quasar Residence Satılık Boğaz Manzaralı Eşyalı Dekorasyonlu 1+1,85000,0,Şişli,Fulya Mah.,Residence,2,1,21.0,40.0,5,Merkezi,1,Betonarme,İkinci El,5950,127500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/residence/98015-1948,136,100,2,59910.485869565215,64472.51648351648,6,1,0,2,0,1,1,1,0
MERKEZİ YERDE ÖĞRETMENLER SİTESİNDEMETROYA YAKIN 2+1-2KAT DAİRE,13500,0,Eyüpsultan,Akşemsettin Mah.,Daire,3,1,2.0,5.0,30,Kombi,0,Betonarme,İkinci El,150,13500,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-aksemsettin-kiralik/daire/109117-297,90,82,0,65489.622641509435,21142.85714285714,5,1,0,2,0,1,0,1,0
ZEYNEP KAMİLDE CADDEYE ÇOK YAKIN EŞYALI EŞYASIZ 3+1 160M2,29000,0,Üsküdar,Zeynep Kamil Mah.,Daire,4,1,0.5,4.0,31,Kombi,0,Betonarme,İkinci El,2030,43500,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/21278-9538,160,140,0,60316.66379310345,24163.414634146342,5,1,0,2,0,0,0,0,1
fatih kocamustafapaşa yedikule merhaba hacımanav,12000,0,Fatih,Koca Mustafapaşa Mah.,Daire,2,1,-1.0,3.0,45,Kombi,0,Betonarme,İkinci El,60,12000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-kiralik/daire/40563-961,65,55,0,22015.514588859416,19073.170731707316,5,1,0,2,0,0,0,0,1
KAVACIK MERKEZDE MEDİPOLE YAKIN APART ODALAR,10000,0,Beykoz,Kavacık Mah.,Daire,4,2,2.0,2.0,2,Kombi,1,Betonarme,İkinci El,700,10000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/71576-7019,130,120,0,80924.95317725753,28868.830508474577,5,1,0,2,0,1,0,0,0
BEYLİKDÜZÜ GÜRPINARDA SİTE İÇİ KİRALIK GİRİŞ KATI 2+1 KAPALI MUTFAK,20000,0,Beylikdüzü,Dereağzı Mah.,Daire,3,1,0.0,5.0,8,Kombi,0,Betonarme,İkinci El,1400,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-dereagzi-kiralik/daire/110589-1421,110,90,0,40480.59071729958,43681.818181818184,5,1,0,2,0,1,1,0,0
TURYAP ALPHA'DAN 2+1 KİRALIK DAİRE,30000,0,Fatih,Karagümrük Mah.,Daire,3,1,3.0,5.0,40,Kombi,0,Betonarme,İkinci El,2100,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-karagumruk-kiralik/daire/108051-2190,95,75,0,22015.514588859416,23500.0,5,1,0,2,1,1,1,0,0
KAĞITHANE MERKEZ ÇİFT BALKONLU 2+1 KİRALIK DAİRE,22500,0,Kağıthane,Merkez Mah.,Daire,3,1,3.0,3.0,12,Kombi,0,Betonarme,İkinci El,1575,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/88293-2857,85,75,0,44238.3578125,68711.29707112971,5,1,0,2,0,1,1,1,0
ÜSKÜDARDA BAYAN YANI ODA,10000,0,Üsküdar,Salacak Mah.,Daire,3,1,0.5,4.0,30,Kombi,1,Betonarme,İkinci El,700,15000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-salacak-kiralik/daire/0-44349495,95,60,0,60316.66379310345,69909.09090909091,5,1,0,2,1,1,1,1,0
TEK YETKİLİ ASEDAS'DA ATAŞEHİR MİMOZA TEMİZ 2+1 KİRALIK DAİRE,38000,0,Ataşehir,Atatürk Mah.,Daire,3,1,4.0,5.0,30,Merkezi,0,Betonarme,İkinci El,4000,57000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/13402-102899,95,74,0,37048.9847715736,46682.31707317073,6,1,0,2,0,0,0,0,1
ŞİŞLİ MECİDİYEKÖY DE 1+1 İÇİ TEMİZ BAĞIMSIZ GİRİŞLİ DAİRE,15500,0,Şişli,Mecidiyeköy Mah.,Daire,2,1,0.0,5.0,35,Kombi,0,Betonarme,İkinci El,10,15500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/33046-3612,65,40,0,59910.485869565215,34705.94059405941,5,1,0,2,1,1,1,0,0
TOPRAK İNŞAAT & EMLAK'TAN SEYİTNİZAM AKŞEMSETTİNDE 2+1 KÖŞEBAŞI BİNADA 80m2 KİRALIK TEMİZ DAİRE,17000,0,Zeytinburnu,Seyitnizam Mah.,Daire,3,1,1.0,4.0,30,Kombi,0,Betonarme,İkinci El,1190,25500,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-seyitnizam-kiralik/daire/109079-1159,85,80,0,60872.105769230766,23250.0,5,1,0,2,0,1,1,0,0
DİVAN BOMONTİ 1+1 LÜKS EŞYALI DUVAR BÖLMELİ-SİNPAŞ YANI,54000,0,Şişli,Cumhuriyet Mah.,Residence,2,1,14.0,45.0,5,Merkezi,1,Betonarme,İkinci El,9000,108000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/residence/67376-1976,88,65,2,59910.485869565215,38040.54054054054,6,1,0,2,0,1,1,0,0
BEYLİKDÜZÜ'NDE GENİŞ M2 ULAŞIMA YAKIN 2+1 KİRALIK DAİRE,22000,0,Beylikdüzü,Yakuplu Mah.,Daire,3,1,1.0,6.0,0,Kombi,0,Betonarme,İkinci El,1540,22000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-yakuplu-kiralik/daire/124190-434,100,90,0,40480.59071729958,20750.0,5,1,0,2,0,1,1,0,0
1+1 kiralık daire,17000,0,Sarıyer,Fatih Sultan Mehmet Mah.,Daire,2,2,-1.0,2.0,25,Kombi,0,Betonarme,İkinci El,1190,17000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-fatih-sultan-mehmet-kiralik/daire/44001-916,65,60,0,110185.8286163522,17916.666666666668,5,1,0,2,1,0,0,0,0
